instance_id,content_id,relative_path,review_status,current_db_families,true_families,suggestion_family,reason,seed_predictions,score_summary,image_path,p_x_mark,p_play_triangle,p_google_play,p_next,p_free,p_got,p_arrow
file_682e20dcb64cdd54,asset_80ee4f4e9a213d35,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0004_009_bbox.png,reviewed,negative,negative,arrow,arrow_false_positive|none_false_activation,arrow,arrow:0.79 free:0.12 x_mark:0.09 play_triangle:0.01,vision_platform\ads\pilot\visual_family_smoke_20260721\after_high_value_review\dataset\images\vf_00114_negative_asset_80ee4f4e9a213d35.png,0.08996,0.00947,0.00623,0.00414,0.11521,0.00063,0.79241
file_ab5e1a5904283e1f,asset_80ee4f4e9a213d35,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0009_009_bbox.png,reviewed,negative,negative,arrow,arrow_false_positive|none_false_activation,arrow,arrow:0.79 free:0.12 x_mark:0.09 play_triangle:0.01,vision_platform\ads\pilot\visual_family_smoke_20260721\after_high_value_review\dataset\images\vf_00161_negative_asset_80ee4f4e9a213d35.png,0.08996,0.00947,0.00623,0.00414,0.11521,0.00063,0.79241
file_344aa24cfd8f52fe,asset_467a52c34a17caa3,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000438.png,reviewed,negative,negative,x_mark,none_false_activation|x_mark_false_positive,x_mark,x_mark:0.57 arrow:0.10 next:0.08 google_play:0.03,vision_platform\ads\pilot\visual_family_smoke_20260721\after_high_value_review\dataset\images\vf_00973_negative_asset_467a52c34a17caa3.png,0.56987,0.00299,0.03293,0.07832,0.02733,0.00051,0.10417
file_44548adfaee5a5bd,asset_467a52c34a17caa3,vision_platform\ads\hard_negative_mining\batch_visual_negative_20260714\crops\hn_000447.png,reviewed,negative,negative,x_mark,none_false_activation|x_mark_false_positive,x_mark,x_mark:0.57 arrow:0.10 next:0.08 google_play:0.03,vision_platform\ads\pilot\visual_family_smoke_20260721\after_high_value_review\dataset\images\vf_00982_negative_asset_467a52c34a17caa3.png,0.56987,0.00299,0.03293,0.07832,0.02733,0.00051,0.10417
file_5b96f48523f9c0b4,asset_7733f8bebaf84579,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0025_008_bbox.png,reviewed,negative,negative,google_play,none_false_activation|seed_disagreement_hard_family,google_play / google_play|next,google_play:0.71 next:0.51 arrow:0.39 x_mark:0.03,vision_platform\ads\pilot\visual_family_smoke_20260721\after_high_value_review\dataset\images\vf_00252_negative_asset_7733f8bebaf84579.png,0.03392,0.00674,0.71327,0.51228,0.01294,0.00082,0.38810
file_5fbdd3ebec7589eb,asset_4268dd810a18046b,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0007_003_bbox.png,reviewed,negative,negative,google_play,none_false_activation|seed_disagreement_hard_family,google_play / next,google_play:0.53 next:0.44 got:0.18 play_triangle:0.15,vision_platform\ads\pilot\visual_family_smoke_20260721\after_high_value_review\dataset\images\vf_00140_negative_asset_4268dd810a18046b.png,0.08792,0.14872,0.53383,0.43759,0.13419,0.17919,0.10877
file_f459e001f281b48a,asset_ba9b230a3ba97479,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0021_007_bbox.png,reviewed,negative,negative,negative,none_false_activation|seed_disagreement_hard_family,negative / next,next:0.43 google_play:0.29 arrow:0.23 x_mark:0.21,vision_platform\ads\pilot\visual_family_smoke_20260721\after_high_value_review\dataset\images\vf_00224_negative_asset_ba9b230a3ba97479.png,0.20725,0.13924,0.29156,0.42831,0.15886,0.09498,0.22552
file_a9286d112247becd,asset_a86c11ed59a63cd6,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0021_006_bbox.png,reviewed,negative,negative,negative,none_false_activation|seed_disagreement_hard_family,negative / next,next:0.41 google_play:0.20 got:0.13 arrow:0.09,vision_platform\ads\pilot\visual_family_smoke_20260721\after_high_value_review\dataset\images\vf_00223_negative_asset_a86c11ed59a63cd6.png,0.05323,0.05851,0.20303,0.41320,0.07430,0.13276,0.09397
file_c590ebbfe9db64ca,asset_6802a78b1f5efa66,ads2\assets\1_templates\close_icons\close_x_valor.png,reviewed,x_mark,x_mark,got,seed_disagreement_hard_family|x_mark_false_negative,google_play|got / google_play|got|next / got,got:0.80 google_play:0.57 next:0.49 x_mark:0.07,vision_platform\ads\pilot\visual_family_smoke_20260721\after_high_value_review\dataset\images\vf_00053_x_mark_asset_6802a78b1f5efa66.png,0.07117,0.07065,0.57105,0.49021,0.04547,0.79580,0.05449
file_d0f1b5c1268babad,asset_bbcf4e0f28f8f571,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0006_002_bbox.png,reviewed,x_mark,x_mark,x_mark,arrow_false_positive|seed_disagreement_hard_family,arrow|x_mark / x_mark,x_mark:0.86 arrow:0.40 next:0.09 google_play:0.01,vision_platform\ads\pilot\visual_family_smoke_20260721\after_high_value_review\dataset\images\vf_00124_x_mark_asset_bbcf4e0f28f8f571.png,0.85780,0.00258,0.01164,0.08773,0.00705,0.00194,0.40496
file_acb5f507ac5a49a9,asset_a267329783339e3b,vision_platform\ads\runtime_collection\click_success\click_success_20260713_095453_234\crops\bbox.png,reviewed,arrow,arrow,arrow,seed_disagreement_hard_family|x_mark_false_positive,arrow / arrow|x_mark,arrow:0.99 x_mark:0.42 free:0.03 next:0.01,vision_platform\ads\pilot\visual_family_smoke_20260721\after_high_value_review\dataset\images\vf_01241_arrow_asset_a267329783339e3b.png,0.42088,0.00020,0.01136,0.01148,0.02839,0.00006,0.98855
file_833bfe34d93542e1,asset_01cb0ddbc4f9acfd,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000053.png,reviewed,x_mark,x_mark,negative,x_mark_false_negative,negative,x_mark:0.24 arrow:0.03 next:0.00 play_triangle:0.00,vision_platform\ads\pilot\visual_family_smoke_20260721\after_high_value_review\dataset\images\vf_00371_x_mark_asset_01cb0ddbc4f9acfd.png,0.24235,0.00005,0.00004,0.00109,0.00002,0.00002,0.02962
file_bf38f78053afa077,asset_6bf76d3fd5c9b55e,vision_platform\ads\collections\reviewed_bbox_crops_20260718\crops\rb_000087.png,reviewed,next,next,next,arrow_false_positive,arrow|next,next:0.74 arrow:0.68 play_triangle:0.08 free:0.05,vision_platform\ads\pilot\visual_family_smoke_20260721\after_high_value_review\dataset\images\vf_00405_next_asset_6bf76d3fd5c9b55e.png,0.01280,0.07803,0.02231,0.73823,0.04621,0.03108,0.68105
file_80933b388bcd6724,asset_52eb220e60027c56,vision_platform\ads\runtime_collection\click_success\click_success_20260713_080814_562\crops\bbox.png,reviewed,arrow,arrow,arrow,x_mark_false_positive,arrow|x_mark,arrow:0.84 x_mark:0.67 google_play:0.03 next:0.02,vision_platform\ads\pilot\visual_family_smoke_20260721\after_high_value_review\dataset\images\vf_01109_arrow_asset_52eb220e60027c56.png,0.66996,0.00239,0.02780,0.02206,0.00502,0.00085,0.83888
file_12942deaafab87b9,asset_52eb220e60027c56,vision_platform\ads\runtime_collection\click_success\click_success_20260713_132413_787\crops\bbox.png,reviewed,arrow,arrow,arrow,x_mark_false_positive,arrow|x_mark,arrow:0.84 x_mark:0.67 google_play:0.03 next:0.02,vision_platform\ads\pilot\visual_family_smoke_20260721\after_high_value_review\dataset\images\vf_01300_arrow_asset_52eb220e60027c56.png,0.66996,0.00239,0.02780,0.02206,0.00502,0.00085,0.83888
file_15d57ab21d089397,asset_737da74c398dd713,vision_platform\ads\runtime_collection\click_success\click_success_20260713_081552_811\crops\bbox.png,reviewed,got,got,got,seed_disagreement_hard_family,got / got|next,got:1.00 next:0.47 arrow:0.03 x_mark:0.02,vision_platform\ads\pilot\visual_family_smoke_20260721\after_high_value_review\dataset\images\vf_01128_got_asset_737da74c398dd713.png,0.02451,0.00067,0.01676,0.46734,0.01496,0.99974,0.02724
file_e43f95fcbeed911e,asset_bc5f8a22689dda23,ads2\assets\1_templates\close_icons\close_skip_gp2.png,reviewed,google_play,google_play,google_play,seed_disagreement_hard_family,google_play / google_play|next,google_play:0.94 next:0.51 play_triangle:0.03 arrow:0.03,vision_platform\ads\pilot\visual_family_smoke_20260721\after_high_value_review\dataset\images\vf_00043_google_play_asset_bc5f8a22689dda23.png,0.00932,0.03466,0.94252,0.51384,0.00371,0.00851,0.02520
file_8943774ddc0fdaec,asset_fe12f6f9b1e68fd6,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0002_001_bbox.png,reviewed,arrow,arrow,arrow,seed_disagreement_hard_family,arrow / arrow|next,arrow:0.84 next:0.32 got:0.17 google_play:0.15,vision_platform\ads\pilot\visual_family_smoke_20260721\after_high_value_review\dataset\images\vf_00083_arrow_asset_fe12f6f9b1e68fd6.png,0.00727,0.01537,0.14788,0.31847,0.00031,0.17230,0.84189
file_a5a5bd5ba2f1d724,asset_781a510f3a857316,ads2\assets\1_templates\close_icons\close_13.png,reviewed,arrow,arrow,negative,seed_disagreement_hard_family,arrow / negative / next,arrow:0.46 next:0.36 got:0.36 google_play:0.29,vision_platform\ads\pilot\visual_family_smoke_20260721\after_high_value_review\dataset\images\vf_00020_arrow_asset_781a510f3a857316.png,0.23820,0.00665,0.28936,0.36294,0.05223,0.36240,0.46250
