instance_id,content_id,relative_path,review_status,current_db_families,true_families,suggestion_family,reason,seed_predictions,score_summary,image_path,p_x_mark,p_play_triangle,p_google_play,p_next,p_free,p_got,p_arrow
file_655a0e33104c6005,asset_9370a26fd96c3915,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_010_bbox.png,pending,,,arrow,latest_collection_pending,,top:arrow 0.86343,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_010_bbox.png,,,,,,,
file_43f346ffa5ad9acf,asset_d49457c4ac800502,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_011_bbox.png,pending,,,negative,latest_collection_pending,,top:negative 0.38109,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_011_bbox.png,,,,,,,
file_64149c417807c355,asset_96b6fd7cacc7a554,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_012_bbox.png,pending,,,arrow,latest_collection_pending,,top:arrow 0.94538,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_012_bbox.png,,,,,,,
file_b55e4bbadeb3662c,asset_7ace19997af2579b,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_013_bbox.png,pending,,,arrow,latest_collection_pending,,top:arrow 0.83120,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_013_bbox.png,,,,,,,
file_827c97ed486bcae4,asset_2cd575200d1c110f,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_014_bbox.png,pending,,,negative,latest_collection_pending,,top:negative 0.36679,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_014_bbox.png,,,,,,,
file_9b63226d22948742,asset_15de7b8a3138efe0,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_015_bbox.png,pending,,,negative,latest_collection_pending,,top:negative 0.37698,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_015_bbox.png,,,,,,,
file_4e01a63aba7ff17d,asset_f2f1fd1c7832b4d9,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_016_bbox.png,pending,,,arrow,latest_collection_pending,,top:arrow 0.80703,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_016_bbox.png,,,,,,,
file_a79b88026442b46b,asset_b387b98017c9b240,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_017_bbox.png,pending,,,negative,latest_collection_pending,,top:negative 0.39777,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_017_bbox.png,,,,,,,
file_7a8fc6704bb156d1,asset_cd3ace203b270d4b,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_018_bbox.png,pending,,,arrow,latest_collection_pending,,top:arrow 0.51304,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0029_018_bbox.png,,,,,,,
file_4eefc26471689c0a,asset_5772a8b0669a0af2,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_001_bbox.png,pending,,,arrow,latest_collection_pending,,top:arrow 0.86530,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_001_bbox.png,,,,,,,
file_c76d99f6c4af455c,asset_4640d13776664f72,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_002_bbox.png,pending,,,x_mark,latest_collection_pending,,top:x_mark 0.72383,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_002_bbox.png,,,,,,,
file_e5fbe2037a78cd57,asset_c0186045b6874763,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_003_bbox.png,pending,,,arrow,latest_collection_pending,,top:arrow 0.62365,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_003_bbox.png,,,,,,,
file_da19c57762f2f1dc,asset_c31b7de21038be99,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_004_bbox.png,pending,,,x_mark,latest_collection_pending,,top:x_mark 0.78842,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_004_bbox.png,,,,,,,
file_0cd3ce94c632a450,asset_774d342d0c3d98d7,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_005_bbox.png,pending,,,negative,latest_collection_pending,,top:negative 0.09497,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_005_bbox.png,,,,,,,
file_0b13f6b8a95bccf4,asset_2c0ed1d97b26cd23,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_006_bbox.png,pending,,,negative,latest_collection_pending,,top:negative 0.30340,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_006_bbox.png,,,,,,,
file_1a158de408f4f1cb,asset_aa073b6f3954fac0,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_007_bbox.png,pending,,,arrow,latest_collection_pending,,top:arrow 0.84523,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_007_bbox.png,,,,,,,
file_e0dfd0fe7ae78c14,asset_7895b8d944d46a2f,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_008_bbox.png,pending,,,arrow,latest_collection_pending,,top:arrow 0.60688,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_008_bbox.png,,,,,,,
file_15460702272fc7af,asset_3a95ad16e806539e,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_009_bbox.png,pending,,,negative,latest_collection_pending,,top:negative 0.49225,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_009_bbox.png,,,,,,,
file_f6e95f314d54cd7a,asset_4ecf7bc38a53730f,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_010_bbox.png,pending,,,negative,latest_collection_pending,,top:negative 0.28543,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_010_bbox.png,,,,,,,
file_1aff9c0a5b83157e,asset_f723b6d82cb03eff,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_011_bbox.png,pending,,,x_mark,latest_collection_pending,,top:x_mark 0.61719,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_011_bbox.png,,,,,,,
file_93568720c6489be8,asset_452e55d94c1f5d93,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_012_bbox.png,pending,,,negative,latest_collection_pending,,top:negative 0.27925,D:\Projects\adb_vl\vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0030_012_bbox.png,,,,,,,
file_91d8d6ae074bb204,asset_453e9b2ff9102640,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0002_002_bbox.png,reviewed,negative,negative,arrow,non_truth_high_mean_prob|none_false_activation|seed_disagreement|seed_mismatch,arrow / x_mark,arrow:0.60 x_mark:0.45 free:0.00 next:0.00,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_00084_negative_asset_453e9b2ff9102640.png,0.44641,0.00033,0.00076,0.00212,0.00358,0.00044,0.59823
file_cd61d54c1a324a82,asset_373f5bb225194e09,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0002_008_bbox.png,reviewed,negative,negative,x_mark,non_truth_high_mean_prob|none_false_activation|seed_disagreement|seed_mismatch,arrow|x_mark / x_mark,x_mark:0.77 arrow:0.34 google_play:0.13 next:0.10,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_00090_negative_asset_373f5bb225194e09.png,0.77262,0.03065,0.12927,0.10079,0.03000,0.04575,0.34130
file_a1244eb405e8d1f2,asset_021c96aa8f55fcfd,vision_platform\ads\collections\close_x_proposal_collection_pilot_20260720_latest30\crops\raw_bbox\cxp_s0006_015_bbox.png,reviewed,negative,negative,negative,non_truth_high_mean_prob|none_false_activation|seed_disagreement|seed_mismatch,negative / x_mark,x_mark:0.48 arrow:0.36 got:0.11 google_play:0.09,vision_platform\ads\pilot\visual_family_smoke_20260721\dataset\images\vf_00137_negative_asset_021c96aa8f55fcfd.png,0.48459,0.00682,0.09161,0.07594,0.06037,0.11047,0.35640
